id,model_score,model_risk_grade
81577773,514,F
106825630,503,G
114185872,534,C
126696634,546,B
46275516,531,D
76985756,533,D
38517388,503,G
88098470,536,C
100053150,567,A
38536761,525,D
60245398,512,F
96252401,519,E
46998715,480,G
116676198,522,E
59483053,498,G
96372758,549,B
76254714,509,F
65687257,530,D
60850118,529,D
113276722,511,F
59091270,515,E
54514566,528,D
46843442,526,D
39712055,559,A
45212316,539,C
48526279,548,B
93513683,516,E
77240863,505,F
107923386,494,G
127507829,534,C
69979370,522,E
75808381,515,E
67465742,523,E
59240427,547,B
131002376,514,F
120141645,532,D
93401855,537,C
72623752,502,G
74784784,535,C
73324055,549,B
64047707,531,D
59371122,529,D
39008148,532,D
79905190,546,B
40473196,504,G
63395434,547,B
55442422,504,G
76222347,545,B
56027913,521,E
40049639,507,F
100145136,499,G
41388704,533,D
44543132,490,G
112062217,544,B
91019032,535,C
96193996,551,B
65606050,527,D
91654609,548,B
51987533,557,A
142589011,559,A
41043584,512,F
96387270,517,E
134237209,536,C
72163804,521,E
71017152,511,F
79074934,531,D
91614540,539,C
50123305,520,E
135650814,518,E
86662706,524,D
39710895,504,G
49994017,516,E
59230094,550,B
77805796,528,D
107421076,512,F
43915660,549,B
61443169,525,D
97535476,508,F
54099642,549,B
77911527,503,G
63406803,501,G
99666942,574,A
68671329,506,F
118660140,511,F
52698436,514,F
68580424,528,D
68398505,539,C
102384867,550,B
88106474,507,F
104306491,516,E
84515576,513,F
66360154,526,D
69923547,531,D
93642742,531,D
72743477,514,F
39592114,529,D
126459580,531,D
96392160,524,D
92429870,531,D
113154035,539,C
44966715,542,C
51346581,500,G
60783124,518,E
90706139,523,E
57224418,524,D
74642680,547,B
102623710,566,A
43709606,532,D
56410199,513,F
55911165,529,D
110674353,523,E
144096019,523,E
67799878,532,D
92557074,536,C
63497269,523,E
48565652,516,E
54504430,511,F
48120199,529,D
98337218,524,D
55637289,513,F
77317102,559,A
39569745,530,D
52486160,531,D
75061873,524,D
93654834,513,F
97329210,547,B
94293801,527,D
40492479,527,D
42385007,539,C
68987269,529,D
94466469,517,E
109524625,484,G
61424608,518,E
132340232,549,B
85852234,533,D
99857313,524,D
97419003,506,F
72012817,551,B
46527957,507,F
79064608,547,B
125252849,529,D
88890634,535,C
48726720,495,G
82649135,552,B
85647478,530,D
55268449,547,B
49533636,524,D
65362441,521,E
65027726,525,D
79112334,568,A
132472126,534,C
112565605,498,G
39599567,512,F
39709912,537,C
132286563,555,A
88166869,516,E
55080549,511,F
92234054,550,B
49803254,509,F
56031882,546,B
85705180,557,A
57356051,556,A
44806636,533,D
46387480,519,E
70073166,514,F
75359993,526,D
48536240,498,G
73913435,495,G
73854521,538,C
46843842,515,E
98257470,552,B
126064542,573,A
43389687,542,C
42404112,535,C
92570864,508,F
117882969,528,D
128835294,556,A
39519170,544,B
82569170,523,E
59171732,528,D
88262745,504,G
56030925,510,F
63406600,510,F
67457918,535,C
97082508,521,E
58041192,527,D
63527093,534,C
59799305,504,G
51596217,519,E
60970749,512,F
53272292,542,C
60336052,532,D
109906455,508,F
92609227,516,E
87284122,536,C
72592847,506,F
70932685,515,E
125264326,523,E
121421127,526,D
68019535,541,C
58513799,529,D
61429734,507,F
60695676,513,F
38416593,561,A
63429303,504,G
61479347,507,F
91945244,543,B
84607410,526,D
95004615,494,G
125643066,521,E
70221295,524,D
58411059,534,C
70361828,516,E
61622128,502,G
89797870,530,D
48484128,551,B
54107422,510,F
112708540,534,C
73409972,523,E
116927121,542,C
124441908,565,A
128689760,537,C
118285034,528,D
81445022,562,A
85156693,520,E
88463282,524,D
106498223,506,F
102166184,528,D
70730961,560,A
57873893,551,B
48655383,507,F
96535926,562,A
38282473,490,G
124060165,538,C
55968109,514,F
67890239,544,B
104473338,527,D
77069251,514,F
98964325,518,E
96528485,515,E
50518874,539,C
46695835,522,E
62033385,521,E
109932995,523,E
76383350,520,E
120939275,523,E
54455041,526,D
76608233,540,C
43289023,507,F
85006516,516,E
69593052,522,E
62954467,518,E
112077133,566,A
62440006,540,C
80700240,510,F
56270544,511,F
42384345,539,C
119272739,559,A
72332122,531,D
62540097,521,E
73639851,537,C
63396172,501,G
109605891,513,F
65875903,502,G
65483881,504,G
71056108,506,F
94427266,526,D
104674213,504,G
47471362,524,D
75145264,511,F
85067548,506,F
53061648,531,D
65716193,553,B
74794297,515,E
120596014,537,C
50303671,524,D
91329452,559,A
93483255,519,E
75323420,537,C
90304667,516,E
53674213,522,E
38509167,539,C
96053674,538,C
68960114,529,D
92659354,542,C
58290484,530,D
94095834,517,E
40969599,521,E
39701078,498,G
70994364,520,E
59179843,547,B
88923950,531,D
59481638,507,F
121850303,533,D
124073574,526,D
119877387,511,F
70721018,539,C
110686701,541,C
53262976,517,E
56070999,516,E
66510348,519,E
93021277,565,A
38549364,540,C
90105750,502,G
93983000,541,C
39429706,531,D
90075287,571,A
53995190,507,F
91088383,522,E
66635325,501,G
49963676,531,D
69226593,506,F
39711796,495,G
13267504,519,E
78119589,537,C
46518083,527,D
108074110,506,F
115319672,531,D
46244975,518,E
70883824,534,C
93378890,499,G
73619387,517,E
93801265,488,G
71774835,563,A
70837070,540,C
45142189,508,F
41389347,524,D
43905250,498,G
54484137,552,B
51407537,519,E
56001421,510,F
55452857,548,B
122997379,509,F
71914781,502,G
77468265,534,C
51898969,563,A
111935379,544,B
86196138,509,F
46808816,500,G
46376661,514,F
56934929,514,F
59935615,516,E
99952479,506,F
93717177,516,E
59262874,553,B
128721164,559,A
98866180,542,C
51937248,500,G
78932020,548,B
60666713,524,D
128909734,535,C
92261591,531,D
73398040,508,F
60983880,531,D
80530291,515,E
94747223,559,A
65160420,487,G
84988555,557,A
95340681,549,B
71874632,513,F
83755506,542,C
72593469,506,F
124070953,528,D
70092020,560,A
61409964,522,E
145208626,538,C
63204288,503,G
138304212,509,F
92961378,530,D
120236599,567,A
62246806,551,B
67889521,508,F
55411991,492,G
80710170,548,B
50073206,539,C
68474895,519,E
82152143,524,D
126160464,530,D
112006875,529,D
38882627,549,B
39701720,530,D
38645239,541,C
85590298,538,C
110955543,536,C
90945301,532,D
46506771,502,G
113054987,523,E
57683377,552,B
115413125,540,C
116802551,557,A
91172285,536,C
65646847,544,B
40501692,510,F
43305471,511,F
113600079,537,C
92175967,499,G
88128131,544,B
39591692,517,E
63176850,564,A
115718225,506,F
48140378,508,F
65551289,525,D
111054928,527,D
88223046,544,B
136633607,530,D
68378302,512,F
70030506,516,E
38606673,503,G
38449478,505,F
111027448,524,D
88872326,517,E
92557549,509,F
83913333,514,F
46634081,522,E
55290848,530,D
55758414,504,G
108512786,520,E
137388835,524,D
43639865,500,G
111196319,520,E
49227541,529,D
70281741,530,D
46466832,524,D
117582267,540,C
63908552,528,D
96316217,507,F
118348457,505,F
50496356,538,C
63449868,498,G
67248680,517,E
72583652,512,F
94083894,514,F
73631187,505,F
46195467,540,C
43580022,511,F
48695195,551,B
98918348,519,E
60882377,517,E
91463272,521,E
108025033,515,E
57693996,560,A
105783713,502,G
37722038,529,D
54918283,515,E
129509956,540,C
87960131,529,D
75377405,512,F
60904482,514,F
56039287,512,F
56092095,533,D
57753750,498,G
120956980,544,B
60874343,513,F
108093539,532,D
116795683,510,F
70951505,542,C
83900146,530,D
109346446,511,F
68952805,567,A
40138005,489,G
59160643,537,C
85733403,514,F
93842901,516,E
66453863,527,D
115349135,515,E
51317106,549,B
65605514,524,D
113679344,521,E
62277864,543,B
38517158,528,D
43289704,540,C
129536766,518,E
95686566,520,E
109974539,534,C
48744602,532,D
65697626,552,B
48474670,534,C
66424585,556,A
59072100,550,B
116879336,546,B
113162521,502,G
129638626,529,D
66510809,529,D
71613147,542,C
68052172,538,C
95924624,524,D
76343068,524,D
74506618,511,F
98906139,523,E
61422370,518,E
50417551,546,B
56039909,508,F
46124913,517,E
96201165,565,A
119983462,552,B
76261652,538,C
106807734,537,C
115492533,515,E
76738690,525,D
69495267,519,E
99067115,531,D
70873329,551,B
48434756,533,D
113482932,556,A
61358306,534,C
52321958,501,G
68418494,523,E
106212044,552,B
46640458,531,D
85584240,523,E
42373852,538,C
141588954,581,A
84001619,545,B
73649466,561,A
100054893,533,D
55078787,514,F
97983487,543,B
70401211,532,D
73530123,519,E
75139916,488,G
74616840,543,B
64771421,513,F
130815732,525,D
109711986,529,D
51859556,499,G
74576285,563,A
94120213,526,D
97453767,566,A
105161900,527,D
64057490,539,C
88952481,532,D
84543584,546,B
97552654,516,E
42484157,554,B
81435300,530,D
59279458,552,B
66065793,515,E
40383299,525,D
69432976,545,B
94328770,547,B
79250932,531,D
93081789,512,F
76201829,497,G
91039096,526,D
74554786,513,F
54698189,522,E
38475199,530,D
68485204,495,G
68616891,519,E
51386537,544,B
79151778,512,F
78760252,529,D
50596080,508,F
131029490,527,D
58852131,523,E
57315893,562,A
74021226,564,A
39639999,514,F
55991536,520,E
85922296,522,E
40354125,513,F
66634821,532,D
51966482,538,C
78983422,533,D
126519530,541,C
38515718,490,G
97393394,500,G
73874786,530,D
68514314,506,F
104311233,524,D
55220841,528,D
42323163,537,C
134410454,541,C
120639260,553,B
60507280,567,A
134902525,534,C
83962062,518,E
44142009,514,F
83931177,512,F
65684105,539,C
135010939,542,C
96877499,496,G
78749693,542,C
98705347,506,F
69472468,544,B
42345075,509,F
105675422,515,E
68756350,535,C
104337600,520,E
70965396,543,B
70172587,522,E
65771329,536,C
96759313,524,D
59151292,516,E
68579226,522,E
94345742,537,C
90218567,510,F
95325220,509,F
127169621,527,D
78159632,547,B
60873560,521,E
72103386,515,E
56117500,533,D
85753643,505,F
88452880,541,C
114789434,541,C
130497717,532,D
76266432,550,B
68386924,509,F
90906131,528,D
56039188,519,E
124043248,544,B
131874948,529,D
46457343,518,E
75788898,552,B
49873632,535,C
68921643,543,B
90297680,520,E
118632986,529,D
55932230,493,G
95057245,521,E
57538325,519,E
65826584,541,C
62285952,541,C
61541870,542,C
53924242,517,E
57608393,509,F
38435683,538,C
84616712,534,C
75240690,524,D
75809872,558,A
61508577,504,G
95199177,536,C
39730583,503,G
55100948,538,C
88781337,531,D
48886176,535,C
93228077,540,C
122216446,567,A
87784312,504,G
88145022,516,E
49603286,520,E
93604205,535,C
121903497,498,G
41880413,518,E
118221766,524,D
41009522,514,F
115420788,555,A
71062478,532,D
126779536,542,C
104310847,562,A
76261698,506,F
113546700,552,B
80791425,544,B
38417864,519,E
97556911,541,C
76063556,512,F
68893873,521,E
137464259,496,G
95307179,509,F
62003316,535,C
52321710,524,D
46085392,545,B
54504499,528,D
62337044,521,E
130284434,535,C
132097131,551,B
93673785,517,E
63868446,553,B
60526639,520,E
77500659,528,D
100115345,534,C
56071932,515,E
91598090,517,E
131635155,533,D
37831676,534,C
51806145,540,C
119414441,513,F
70831790,557,A
121219917,503,G
80728652,519,E
67456062,545,B
46663052,543,B
85651321,506,F
93903090,544,B
40573429,545,B
100476714,509,F
76925675,521,E
58902623,542,C
59719491,522,E
54304285,539,C
39669236,497,G
96292930,514,F
123621503,545,B
84809371,492,G
78952477,523,E
129052440,556,A
55178982,502,G
83785605,531,D
144880394,520,E
81496535,510,F
105802796,519,E
90060768,518,E
86082020,529,D
124105445,517,E
47310810,528,D
76283458,548,B
78458256,511,F
81160177,502,G
81300267,499,G
110703135,497,G
95241322,498,G
87015897,567,A
61500158,519,E
69954152,531,D
49984337,508,F
83072137,531,D
75252752,508,F
55121053,534,C
83736311,549,B
106956231,533,D
89894400,533,D
131439533,553,B
128005135,529,D
126125043,525,D
74716076,515,E
96390215,540,C
100437529,530,D
99956264,549,B
50495312,539,C
61358438,507,F
41151655,529,D
65755993,546,B
68494786,525,D
117035330,538,C
93920579,523,E
51947623,551,B
79995274,533,D
128526237,569,A
118199031,524,D
108783768,538,C
133491956,551,B
67318144,566,A
57185693,545,B
63651224,531,D
125760150,506,F
109988671,522,E
91396459,512,F
60811214,581,A
71034532,516,E
54514074,547,B
135262849,516,E
41830444,534,C
39530906,514,F
61732118,507,F
91612565,531,D
55100153,523,E
112105221,521,E
115385466,529,D
50445911,504,G
87714395,532,D
74321320,538,C
110665609,550,B
76225625,536,C
131222940,556,A
92971920,529,D
38658847,522,E
84081080,546,B
111967426,526,D
113959404,539,C
129317898,542,C
58612399,543,B
66200636,519,E
143991948,500,G
90936089,524,D
96566014,548,B
131708673,540,C
40371202,514,F
110462652,541,C
70560868,504,G
75312517,516,E
60803380,558,A
103961404,510,F
68915820,494,G
76231233,519,E
93771595,541,C
65077219,512,F
103472108,543,B
87195655,515,E
49893357,501,G
124867674,582,A
132869177,549,B
113549438,545,B
92103946,516,E
75840382,542,C
126070687,552,B
57024859,515,E
72582967,544,B
46255415,510,F
37752316,542,C
69665069,521,E
40552922,491,G
63194483,527,D
59081812,553,B
72654950,559,A
57804752,492,G
119475768,514,F
88595469,501,G
144860771,521,E
45296008,495,G
104348519,525,D
96394179,519,E
77379009,529,D
39669612,545,B
108213335,537,C
96780636,528,D
139302047,561,A
88544786,581,A
104152322,525,D
63938111,522,E
60625245,540,C
95138552,533,D
70580673,558,A
106210042,516,E
51939099,504,G
91277173,541,C
111701885,563,A
78809724,509,F
126248373,577,A
55073159,547,B
54638345,522,E
127229858,521,E
74601728,551,B
90995153,561,A
88219386,534,C
100475296,520,E
91764168,522,E
77189674,515,E
59092386,503,G
121314303,522,E
41001086,511,F
63478464,505,F
90786580,507,F
57024659,514,F
92400496,537,C
60055633,533,D
93694759,530,D
70283811,508,F
90091543,502,G
43370571,533,D
96280152,537,C
89927616,527,D
121782510,524,D
64967853,495,G
64251333,524,D
88916063,517,E
124437701,541,C
62470227,542,C
68712883,527,D
70986721,498,G
85750694,563,A
74624464,534,C
131982200,528,D
61843513,518,E
102774509,558,A
58624388,559,A
119362026,545,B
134897252,531,D
104626253,533,D
78680033,526,D
58470345,536,C
65771282,513,F
75154596,514,F
60772915,537,C
50203882,546,B
128063065,546,B
39068180,552,B
50779377,544,B
65753122,509,F
84465424,532,D
124973809,526,D
127248361,548,B
94411575,486,G
77050753,520,E
56101589,521,E
61922490,555,A
75860472,556,A
67615355,537,C
57732520,508,F
92562747,557,A
68998957,551,B
111701826,529,D
62609642,552,B
38539831,522,E
74521490,527,D
50467066,537,C
90096242,530,D
111415430,562,A
50518764,521,E
113268294,517,E
55911389,541,C
73905708,539,C
88158132,506,F
85744484,555,A
78599273,529,D
76402269,547,B
39987383,521,E
121791605,523,E
94271734,506,F
67495395,517,E
72584944,528,D
50859455,532,D
68447171,513,F
72695624,509,F
119898437,523,E
128314228,548,B
61952602,515,E
38555260,535,C
57763586,488,G
84820030,491,G
91048633,529,D
55817519,511,F
54067361,545,B
115695511,536,C
144170984,564,A
113607944,580,A
127092476,558,A
59260617,549,B
119506232,526,D
74655436,514,F
133872330,525,D
43559561,552,B
81120351,523,E
68538059,525,D
118338315,542,C
45272257,532,D
62236589,498,G
41329385,509,F
94085780,515,E
38892377,511,F
110356542,543,B
88939679,555,A
54098169,550,B
103027799,531,D
124108558,576,A
68028893,499,G
88889641,543,B
85640241,566,A
102641854,500,G
39689448,493,G
73630567,505,F
74532759,509,F
73793284,552,B
76205588,547,B
46715134,513,F
52536604,501,G
111500433,517,E
77150371,549,B
115716358,541,C
46834416,537,C
110031237,530,D
66105491,522,E
65161137,531,D
95333779,563,A
45514643,523,E
58280860,514,F
117224782,538,C
46683341,534,C
93749811,526,D
123962013,541,C
90414846,553,B
88879120,553,B
91638969,520,E
66612769,537,C
48655795,529,D
86782324,533,D
64281282,516,E
128310588,531,D
45984165,514,F
99552909,511,F
55312478,510,F
63909213,531,D
104461553,516,E
49524063,514,F
120158242,550,B
55940161,529,D
75099798,506,F
127768351,506,F
130693525,527,D
67755217,537,C
71055286,533,D
88097534,539,C
72713015,497,G
60547546,527,D
39240589,509,F
46185217,519,E
122204197,524,D
126179631,518,E
60960756,508,F
69545220,483,G
48120978,533,D
113515336,524,D
66405920,548,B
75254096,499,G
75890627,536,C
52586199,518,E
94277193,526,D
55260614,553,B
67788497,544,B
44767151,536,C
46662001,501,G
21230533,508,F
68063459,545,B
86403667,509,F
131874802,531,D
45295349,525,D
136441149,522,E
110382548,560,A
71967024,508,F
40921589,504,G
110713566,553,B
98868350,534,C
38637805,522,E
44563426,499,G
65627021,529,D
38202144,546,B
58782369,511,F
77241550,510,F
110657766,504,G
38499635,525,D
114791695,519,E
44126183,544,B
96287364,541,C
119387403,552,B
113377705,515,E
126208995,493,G
108946335,555,A
90726838,522,E
91394387,515,E
65646908,529,D
68713667,532,D
40258107,544,B
85532762,530,D
68398767,526,D
47867415,515,E
65595938,518,E
72735604,503,G
77149480,519,E
90161587,537,C
39309949,505,F
74502890,527,D
128252914,512,F
103107289,551,B
88148895,518,E
126147420,530,D
130024123,529,D
58311003,522,E
68722698,509,F
102096153,524,D
38596205,534,C
51046192,530,D
109046095,531,D
57345285,527,D
62042126,494,G
89949184,505,F
44086689,545,B
40563066,534,C
77311241,519,E
76112576,510,F
65099337,550,B
46754414,507,F
63793660,527,D
68618774,526,D
97269373,529,D
96435936,514,F
65504611,511,F
49883681,518,E
61483754,514,F
38038191,527,D
77108698,514,F
118599170,536,C
65763135,527,D
55918913,517,E
72573651,534,C
65777113,504,G
38504175,521,E
73182046,519,E
65764550,549,B
71428663,518,E
96565851,540,C
43315597,519,E
117605988,520,E
119269609,516,E
45454922,523,E
81475932,515,E
65128172,588,A
57234113,498,G
50505943,543,B
92420070,564,A
71109052,495,G
143489598,493,G
94038339,545,B
58300423,499,G
68427545,549,B
38638774,519,E
56360439,561,A
77060284,520,E
73385589,508,F
48656369,520,E
103488254,534,C
51868306,519,E
51980087,535,C
94340191,530,D
96485945,518,E
61913090,517,E
48996570,514,F
51927100,489,G
77376906,512,F
38640356,507,F
103357764,521,E
41348951,528,D
113880855,518,E
127028429,510,F
124911330,514,F
62125621,531,D
57176373,510,F
45242245,514,F
38342215,550,B
71824858,525,D
65827219,541,C
48646470,536,C
77437304,507,F
65777508,551,B
90251436,531,D
115198346,496,G
58140348,532,D
83679561,509,F
61018502,517,E
68523611,485,G
61973398,542,C
67788755,545,B
105393182,495,G
126612719,562,A
66543835,507,F
118601419,498,G
57244365,525,D
68568931,519,E
87804220,523,E
93891614,551,B
66403403,517,E
77825327,538,C
62265894,547,B
46316399,511,F
86366675,523,E
44056233,523,E
96558343,509,F
125320711,508,F
68791725,547,B
64291479,526,D
78448363,525,D
114347521,525,D
69594015,526,D
65503326,546,B
122419350,534,C
90611343,513,F
62277866,549,B
55168916,543,B
81345234,536,C
57004778,499,G
56027871,513,F
117191846,549,B
141277026,537,C
75709807,558,A
91658555,517,E
110421578,512,F
72633179,526,D
128086237,527,D
57144947,536,C
76894412,541,C
91804173,513,F
101539662,538,C
77565508,532,D
43024449,540,C
118670261,535,C
94676473,523,E
70283749,500,G
79370855,530,D
102637174,561,A
121920996,516,E
42354758,541,C
125640279,534,C
96882112,511,F
67278721,494,G
51996993,506,F
67279672,530,D
120117396,522,E
68649379,527,D
74865353,551,B
45132160,508,F
101452506,575,A
67585158,553,B
61449575,542,C
83698346,520,E
60831405,511,F
76528551,507,F
88381158,507,F
52056896,505,F
117190674,534,C
72799945,508,F
71063520,519,E
75151165,554,B
93830528,509,F
77951220,501,G
66464219,513,F
118192981,558,A
46674177,525,D
46752711,530,D
60356397,529,D
55311466,559,A
42275249,538,C
51937990,547,B
94295331,525,D
50063412,528,D
109045489,539,C
133392990,528,D
66472621,506,F
63274310,526,D
109338840,534,C
88208951,542,C
85661255,515,E
68416670,499,G
83745410,565,A
42051622,525,D
38466250,490,G
93534732,552,B
46284610,511,F
95073397,569,A
41960356,517,E
67407272,533,D
61372333,513,F
92777838,509,F
48031321,515,E
56071320,524,D
64107405,526,D
73192726,543,B
112715952,544,B
128443460,529,D
79190677,522,E
43956523,520,E
58534288,545,B
60743404,535,C
138267239,510,F
61732681,537,C
83924428,540,C
44359542,516,E
50426899,561,A
93584989,500,G
68883709,537,C
40218012,531,D
75209566,520,E
129075914,538,C
75608611,552,B
46712428,511,F
84403747,513,F
70060714,555,A
132488748,514,F
66593916,534,C
90314140,517,E
65607101,530,D
39399933,511,F
99991891,531,D
64301593,522,E
113486156,537,C
125136379,545,B
84563931,556,A
60885069,505,F
52239371,536,C
91290241,523,E
74755024,518,E
46506278,503,G
70963702,520,E
38626633,537,C
102435916,559,A
43115932,518,E
84800437,523,E
87112663,516,E
48976446,524,D
84071962,554,B
71905933,518,E
125670385,503,G
46704846,549,B
54899335,542,C
58440969,534,C
88072555,525,D
39389615,538,C
44785522,511,F
140572295,540,C
55250203,495,G
40654399,502,G
50869215,521,E
93950577,528,D
38586135,508,F
93433720,507,F
69196956,526,D
117225626,506,F
96154520,530,D
63476404,523,E
57224632,541,C
63988520,505,F
63174709,558,A
44017716,530,D
126107858,525,D
130102225,534,C
42425284,541,C
63454220,499,G
65454775,526,D
130213908,523,E
64977476,529,D
77575087,530,D
97630696,496,G
81170386,527,D
88196720,533,D
74701492,555,A
126468695,539,C
43539595,508,F
91453473,525,D
59119255,509,F
55941204,538,C
89947189,536,C
65098041,542,C
46406608,511,F
55253121,531,D
114146357,527,D
85006374,528,D
80718136,539,C
75279223,501,G
61472634,503,G
68063339,523,E
56140863,548,B
48374117,522,E
70924795,519,E
61374357,567,A
65826814,530,D
74765207,512,F
60656616,546,B
92522798,557,A
88123209,524,D
39551905,563,A
86592934,526,D
58642412,553,B
65604398,520,E
68564154,544,B
48556211,523,E
38636501,525,D
66471256,520,E
65159281,528,D
55947831,552,B
62175622,525,D
43186369,542,C
96934167,535,C
41378155,543,B
131071681,524,D
57862263,536,C
43996057,536,C
94011141,551,B
66055446,513,F
76003492,540,C
131185410,519,E
44126406,511,F
80740948,519,E
50627283,541,C
59482751,548,B
53444163,552,B
77336464,504,G
73568575,528,D
96273180,542,C
77407570,545,B
70120793,512,F
75245460,507,F
121290766,491,G
62964553,504,G
135723306,547,B
56051478,509,F
51928598,538,C
49963239,494,G
129357659,523,E
63429869,552,B
138119317,546,B
88733967,521,E
66054860,533,D
56097260,515,E
74596288,532,D
69713468,561,A
90274443,492,G
60606805,553,B
109321940,540,C
39519581,499,G
137871531,514,F
111788401,529,D
50013209,555,A
94332175,541,C
70102329,557,A
59995645,521,E
53564799,522,E
94017726,542,C
76333866,528,D
51858386,511,F
51065157,503,G
76014408,562,A
88084494,509,F
115179780,545,B
60266265,546,B
40351733,495,G
91563982,512,F
59482754,523,E
122219936,556,A
74713987,536,C
132732131,513,F
134765783,552,B
100347491,530,D
65877538,534,C
68464150,535,C
73743805,538,C
66522654,536,C
39730945,526,D
73469694,514,F
85570650,543,B
70154536,537,C
49994941,516,E
68062249,542,C
139890578,544,B
55178759,543,B
113511863,516,E
68476969,529,D
112931203,527,D
97419949,521,E
51908875,503,G
107521565,519,E
90158646,510,F
74826109,547,B
98817310,529,D
57649689,552,B
91844807,504,G
93780890,528,D
65273100,499,G
65593496,524,D
46641188,535,C
115548901,554,B
87063083,516,E
125656345,500,G
79051392,524,D
131228558,541,C
96263071,556,A
72532138,520,E
50054875,536,C
72543876,521,E
90451728,564,A
74723306,527,D
56002361,510,F
65916723,519,E
84264381,524,D
90511543,537,C
68597650,514,F
52076852,493,G
48294721,548,B
121816228,517,E
63439584,556,A
79743734,516,E
107401469,520,E
38476446,521,E
73711343,516,E
94056123,524,D
112900391,549,B
36341252,490,G
65986440,498,G
113824112,544,B
59483037,537,C
50456803,502,G
121818157,526,D
90015934,525,D
96697762,503,G
107687358,509,F
71944974,535,C
76353987,498,G
77585923,497,G
132323133,533,D
77518679,486,G
47837135,512,F
136206352,538,C
88052799,524,D
50525548,555,A
83855378,543,B
117561546,551,B
66521232,502,G
110080436,539,C
60557391,540,C
113867205,563,A
78368882,493,G
108783058,514,F
51407147,528,D
77412737,546,B
71836356,525,D
69361971,517,E
63987492,522,E
86216693,502,G
42211268,519,E
111420656,537,C
52209315,520,E
102905481,530,D
56864672,550,B
67429283,531,D
51848222,528,D
110000712,519,E
61522383,554,B
65751475,500,G
96663324,524,D
65626966,580,A
115264156,536,C
104050870,537,C
67829782,531,D
69514807,529,D
102285847,562,A
109908672,524,D
46566569,498,G
57166379,525,D
93872186,536,C
114165742,533,D
38842399,517,E
118193450,555,A
62226879,519,E
46546996,559,A
48624654,532,D
38058556,533,D
93103064,549,B
72625480,531,D
119712333,562,A
48161498,496,G
71012385,518,E
68547749,508,F
65413774,548,B
68517657,496,G
61414438,516,E
56130946,547,B
46611531,494,G
126164662,521,E
49925128,508,F
75050828,537,C
104311859,551,B
63752608,539,C
36210228,529,D
70132355,559,A
73904992,504,G
39769175,501,G
69266706,535,C
88392947,539,C
46662013,518,E
88214819,503,G
60175730,550,B
46645283,522,E
43559221,526,D
46631713,535,C
106495047,511,F
122694509,538,C
49864721,503,G
74753152,499,G
110363051,560,A
117089754,509,F
61471532,555,A
61632873,516,E
80760969,489,G
93605145,522,E
139191496,554,B
67868904,548,B
123894512,561,A
58602391,521,E
62449712,522,E
39691817,524,D
111668543,518,E
78448403,534,C
60575513,527,D
121815021,534,C
68825281,522,E
59129521,517,E
42071320,540,C
69534409,495,G
61379921,519,E
46814946,527,D
88908630,532,D
116184481,534,C
86822272,547,B
40931595,529,D
75942389,494,G
132643113,533,D
107972409,513,F
75839077,507,F
76678947,515,E
128014815,501,G
64832453,538,C
57882132,528,D
69482568,525,D
76312574,529,D
90164887,540,C
46538060,518,E
66633865,536,C
84443321,552,B
69028225,520,E
112708249,528,D
62216455,520,E
40431829,579,A
66610982,511,F
72785137,519,E
70994988,502,G
75241466,518,E
72887565,515,E
75323646,501,G
110559534,506,F
61553606,531,D
70773734,515,E
116958795,545,B
74012533,524,D
48585567,533,D
115368181,507,F
120075226,499,G
58140896,526,D
90288569,504,G
40318139,505,F
52868336,574,A
125327034,539,C
113556013,534,C
95153220,528,D
94135798,533,D
105939413,506,F
71836678,535,C
68506065,524,D
126482969,573,A
75214738,540,C
124892684,537,C
97769850,543,B
52969695,517,E
117805445,534,C
104213142,523,E
84072693,536,C
129151373,503,G
125015552,517,E
63329053,537,C
38658591,520,E
46275120,489,G
108213493,522,E
117290436,513,F
46793043,492,G
78923854,521,E
44086535,510,F
63732124,514,F
95102956,546,B
53624322,539,C
54414389,516,E
91453286,504,G
44785180,522,E
41780691,494,G
63535775,531,D
94478157,528,D
83748926,523,E
46998640,521,E
41419578,514,F
62420042,526,D
63034586,532,D
51927197,581,A
71847715,522,E
89065114,487,G
136741899,552,B
130652144,532,D
66484889,498,G
38822373,507,F
75690623,524,D
92085015,553,B
73954604,502,G
63287654,531,D
65503673,533,D
57970480,545,B
86402633,517,E
99961497,524,D
55203140,541,C
73211412,530,D
79360967,574,A
55747525,505,F
48191421,571,A
61449542,516,E
37600676,534,C
103781661,537,C
41368625,501,G
96857761,529,D
112839554,530,D
68905967,529,D
57214269,518,E
75650510,531,D
59699660,549,B
85390288,557,A
93912530,524,D
122669480,561,A
77575070,520,E
88026665,515,E
78800597,530,D
84010853,508,F
93993771,548,B
55787372,505,F
92834905,521,E
54928330,513,F
113759952,516,E
85552474,542,C
99228084,552,B
66492687,520,E
83878173,563,A
77109756,524,D
63938770,512,F
123053660,549,B
88793535,511,F
73578710,535,C
119860362,543,B
100053587,504,G
45434599,538,C
69952308,528,D
46537217,545,B
75329582,512,F
79875894,550,B
98915669,499,G
109841936,596,A
48484443,530,D
62235139,519,E
49915121,503,G
85559269,523,E
111046963,515,E
40411118,516,E
113215177,528,D
126342597,527,D
130168931,545,B
71746913,517,E
73689800,521,E
44389368,521,E
83699145,507,F
62469208,521,E
52768323,491,G
44016021,512,F
44915430,535,C
140463743,544,B
74071419,534,C
78570144,509,F
46466318,540,C
113494907,567,A
